Nom;Nom complet;sexe;race;couleurs;poids
Louis;Louis de France;1;kangai;vert,indigo;18.4
Camille;Camille de Chypre;2;kangai;rouge,orange,violet;13.4
Théo;Théo de Allemagne;1;estrela;orange;19.9
Emma;Emma de Finlande;2;danois;indigo;6.7
Arthur;Arthur de Slovénie;1;jackrute;violet,orange;10.3
Camille;Camille de Luxembourg;2;westie;violet,bleu,violet;4.2
Mathis;Mathis de Pays-Bas;1;rottweiler;rouge,violet;6.1
Léo;Léo de Belgique;1;danois;bleu,violet;18.3
Lola;Lola de Belgique;2;harrier;violet,rouge;19.7
Jules;Jules de Lettonie;1;dunker;violet,bleu,rouge;10.5
Louna;Louna de Allemagne;2;iriredse;vert;1.6
Tom;Tom de Espagne;1;ovtccau;bleu;7.7
Nolan;Nolan de Espagne;1;jackrute;rouge,bleu,vert;8.6
Emma;Emma de Slovaquie;2;danois;jaune,bleu;16.1
Maëlys;Maëlys de Slovénie;2;caniche;bleu;8.4
Enzo;Enzo de Pays-Bas;1;golden_ret;indigo;9.2
Emma;Emma de Slovaquie;2;basset_alp;indigo;16.5
Léo;Léo de Finlande;1;tchin;vert,rouge,jaune;18.9
Camille;Camille de Luxembourg;2;akita;rouge,jaune,rouge;16.2
Nathan;Nathan de Lettonie;1;irisett;violet;2.6
Lilou;Lilou de Allemagne;2;estrela;vert,bleu,vert;11.5
Ethan;Ethan de Luxembourg;1;danois;orange,rouge,orange;0.3
Noah;Noah de Lettonie;1;ovtccau;vert;4.6
Chloé;Chloé de Chypre;2;maltais;bleu,violet;1.1
Camille;Camille de Grèce;2;dunker;violet,jaune,indigo;0.4
Louis;Louis de Espagne;1;basset_alp;rouge,indigo,vert;13.4
Jade;Jade de Allemagne;2;labrador;indigo;16.7
Camille;Camille de Chypre;2;westie;bleu,jaune,violet;18.7
Nathan;Nathan de Slovaquie;1;berger_all;indigo,indigo;4.8
Inès;Inès de Irlande;2;berger_all;bleu;5.2
Maëlys;Maëlys de Pays-Bas;2;rottweiler;vert,jaune,bleu;17.5
Louis;Louis de Slovaquie;1;kangai;violet;17.8
Lilou;Lilou de Slovaquie;2;berger_all;indigo,indigo,indigo;12.3
Nolan;Nolan de Belgique;1;dunker;bleu;11.1
Jade;Jade de Estonie;2;harrier;vert;18.4
Sarah;Sarah de Luxembourg;2;rottweiler;jaune,indigo;6.3
Zoé;Zoé de Espagne;2;tchin;indigo,orange,orange;16.1
Lucas;Lucas de Slovénie;1;caniche;orange,jaune;8.2
Sarah;Sarah de Portugal;2;westie;vert,jaune;2.3
Noah;Noah de France;1;irisett;orange,indigo;18.3
Tom;Tom de Allemagne;1;iriredse;orange,jaune,vert;5.4
Louis;Louis de Lettonie;1;estrela;indigo,bleu,indigo;2.1
Tom;Tom de Belgique;1;estrela;violet;19.7
Jade;Jade de Lettonie;2;rottweiler;violet,bleu;0.7
Théo;Théo de Portugal;1;tchin;vert,jaune,orange;10.8
Manon;Manon de Grèce;2;ovtccau;jaune,vert,rouge;1.1
Louis;Louis de Italie;1;maltais;violet;8.8
Lilou;Lilou de Pays-Bas;2;golden_ret;vert;17.1
Zoé;Zoé de Grèce;2;westie;vert,violet;10.6
Alice;Alice de Autriche;2;westie;rouge,jaune;6.3
Clément;Clément de Finlande;1;harrier;orange,violet,indigo;4.7
Emma;Emma de Luxembourg;2;labrador;vert,bleu,bleu;18.7
Maël;Maël de Slovaquie;1;berger_all;vert,rouge,orange;19.2
Léna;Léna de Italie;2;akita;bleu,violet;19.0
Lilou;Lilou de Allemagne;2;akitinu;violet;3.3
Jules;Jules de Finlande;1;danois;indigo,orange,bleu;3.0
Adam;Adam de Autriche;1;golden_ret;orange,bleu;16.8
Romane;Romane de France;2;tchin;jaune,jaune;14.4
Maëlys;Maëlys de Portugal;2;harrier;rouge,orange;19.7
Gabriel;Gabriel de Malte;1;iriredse;vert,vert;7.0
Sarah;Sarah de Finlande;2;estrela;violet,bleu,vert;5.4
Enzo;Enzo de Slovénie;1;berger_all;indigo,bleu,bleu;19.9
Léa;Léa de Espagne;2;dunker;violet,vert,rouge;4.0
Louis;Louis de France;1;tchin;rouge;16.1
Enzo;Enzo de Portugal;1;westie;rouge,bleu;12.2
Nathan;Nathan de Grèce;1;rottweiler;rouge,rouge;10.6
Lilou;Lilou de France;2;berger_all;indigo;0.5
Gabriel;Gabriel de Grèce;1;kangai;rouge,orange,orange;2.8
Clara;Clara de Autriche;2;irisett;jaune,bleu;7.3
Nathan;Nathan de Espagne;1;ovtccau;vert,rouge;12.3
Lola;Lola de Slovaquie;2;akitinu;rouge;4.3
Théo;Théo de Estonie;1;kangai;violet;12.4
Lina;Lina de Belgique;2;basset_alp;bleu;9.5
Lina;Lina de Autriche;2;ovtccau;violet,violet;7.8
Camille;Camille de Lettonie;2;jackrute;vert,orange;17.2
Nathan;Nathan de Grèce;1;golden_ret;violet,rouge;18.0
Léna;Léna de Estonie;2;berger_all;rouge;8.0
Mathis;Mathis de Luxembourg;1;golden_ret;vert,jaune,bleu;9.4
Théo;Théo de Italie;1;labrador;indigo;3.5
Léna;Léna de Slovaquie;2;danois;bleu;3.6
Nathan;Nathan de Grèce;1;labrador;vert,vert,violet;14.5
Tom;Tom de Chypre;1;akita;orange,violet;18.8
Lucas;Lucas de Lettonie;1;basset_alp;indigo,vert,vert;2.6
Manon;Manon de France;2;iriredse;violet;19.6
Léo;Léo de Autriche;1;kangai;vert,indigo;13.5
Noah;Noah de Belgique;1;rottweiler;bleu;16.9
Sarah;Sarah de Estonie;2;harrier;violet;1.6
Léna;Léna de Pays-Bas;2;ovtccau;jaune;11.2
Enzo;Enzo de Slovénie;1;iriredse;orange,rouge;11.8
Maël;Maël de Slovénie;1;labrador;vert;13.0
Lilou;Lilou de Chypre;2;caniche;vert;0.1
Clément;Clément de Finlande;1;basset_alp;jaune,bleu;8.2
Camille;Camille de Malte;2;berger_all;orange;3.8
Zoé;Zoé de Lettonie;2;dunker;vert,rouge;7.7
Lola;Lola de France;2;labrador;vert;17.5
Arthur;Arthur de Belgique;1;dunker;orange,vert,rouge;19.7
Eva;Eva de Allemagne;2;estrela;rouge,violet,orange;5.8
Louna;Louna de Pays-Bas;2;akita;indigo;17.8
Lina;Lina de Italie;2;ovtccau;jaune,vert,violet;2.0
Raphaël;Raphaël de Finlande;1;jackrute;orange;4.9
Louise;Louise de Estonie;2;labrador;orange;8.2
Jade;Jade de Belgique;2;kangai;orange,orange;4.7
Nolan;Nolan de Lettonie;1;akitinu;orange;4.6
Clément;Clément de Malte;1;harrier;orange,orange,violet;15.2
Zoé;Zoé de Estonie;2;basset_alp;indigo,indigo;0.9
Léna;Léna de Lettonie;2;golden_ret;indigo,jaune,bleu;8.0
Adam;Adam de Italie;1;irisett;jaune,bleu,orange;7.4
Inès;Inès de Finlande;2;harrier;jaune,rouge,orange;12.9
Zoé;Zoé de Irlande;2;caniche;indigo;9.3
Clément;Clément de France;1;danois;indigo,orange,jaune;10.2
Sarah;Sarah de Autriche;2;jackrute;indigo,violet,vert;8.4
Emma;Emma de Luxembourg;2;iriredse;jaune,bleu;4.1
Maëlys;Maëlys de Lettonie;2;kangai;jaune,vert;9.5
Lucas;Lucas de Irlande;1;estrela;vert,jaune;3.2
Manon;Manon de Belgique;2;jackrute;orange,indigo,vert;2.9
Timéo;Timéo de Luxembourg;1;irisett;orange,bleu;14.2
Manon;Manon de Italie;2;harrier;jaune;19.2
Ethan;Ethan de Pays-Bas;1;ovtccau;bleu,orange,orange;1.2
Léa;Léa de Estonie;2;berger_all;bleu,rouge;0.7
Alice;Alice de Finlande;2;labrador;bleu,rouge,orange;1.3
Chloé;Chloé de Pays-Bas;2;rottweiler;indigo,indigo,indigo;4.0
Maël;Maël de Irlande;1;irisett;jaune,vert,orange;13.4
Lilou;Lilou de Malte;2;akita;vert;13.4
Hugo;Hugo de Chypre;1;danois;orange,vert;11.4
Romane;Romane de Irlande;2;akitinu;violet,violet,vert;3.1
Emma;Emma de Luxembourg;2;golden_ret;jaune,orange;13.8
Jade;Jade de France;2;berger_all;jaune,jaune,rouge;2.1
Manon;Manon de Autriche;2;danois;jaune,orange,jaune;9.7
Arthur;Arthur de Luxembourg;1;ovtccau;jaune,orange,violet;8.9
Lola;Lola de Italie;2;danois;bleu,indigo,violet;15.4
Nolan;Nolan de Portugal;1;basset_alp;bleu,rouge,rouge;9.7
Clara;Clara de Belgique;2;maltais;indigo;4.0
Hugo;Hugo de Irlande;1;irisett;orange;13.5
Lola;Lola de Slovaquie;2;akita;jaune,rouge,orange;18.1
Théo;Théo de Grèce;1;basset_alp;violet,indigo,bleu;9.2
Raphaël;Raphaël de Estonie;1;golden_ret;jaune,jaune;1.7
Tom;Tom de Belgique;1;maltais;vert,bleu,orange;3.9
Nathan;Nathan de Slovaquie;1;kangai;orange;9.4
Adam;Adam de Estonie;1;rottweiler;bleu,indigo;5.6
Sarah;Sarah de Irlande;2;tchin;indigo;15.6
Maëlys;Maëlys de Espagne;2;irisett;vert,orange;16.0
Maël;Maël de Irlande;1;ovtccau;violet,rouge;7.2
Emma;Emma de Slovénie;2;labrador;indigo,violet,rouge;15.0
Tom;Tom de Chypre;1;dunker;indigo,rouge;5.8
Lola;Lola de Estonie;2;golden_ret;orange,rouge,rouge;12.8
Noah;Noah de Finlande;1;akitinu;indigo,indigo,violet;17.5
Alice;Alice de Slovénie;2;rottweiler;jaune,rouge;15.5
Nathan;Nathan de Estonie;1;tchin;indigo,indigo,bleu;2.6
Camille;Camille de Chypre;2;iriredse;rouge;17.7
Louis;Louis de Slovaquie;1;kangai;violet;19.3
Sarah;Sarah de Slovénie;2;jackrute;vert,indigo,bleu;14.9
Maëlys;Maëlys de Grèce;2;golden_ret;violet,jaune;14.7
Lina;Lina de Lettonie;2;maltais;rouge;11.0
Lucas;Lucas de Autriche;1;kangai;vert;2.1
Zoé;Zoé de Malte;2;estrela;rouge,vert,indigo;11.9
Gabriel;Gabriel de Pays-Bas;1;ovtccau;orange;8.7
Manon;Manon de Chypre;2;jackrute;bleu;9.3
Raphaël;Raphaël de Slovaquie;1;westie;rouge,orange,indigo;16.6
Lina;Lina de Slovénie;2;westie;bleu,bleu,jaune;6.7
Ethan;Ethan de Portugal;1;rottweiler;vert;15.2
Zoé;Zoé de France;2;estrela;orange;9.6
Léna;Léna de Belgique;2;golden_ret;indigo,orange;3.2
Arthur;Arthur de Estonie;1;irisett;indigo,violet,bleu;16.8
Adam;Adam de France;1;golden_ret;bleu;1.3
Alice;Alice de Finlande;2;basset_alp;violet,indigo;7.0
Jules;Jules de Portugal;1;danois;vert,vert,jaune;12.4
Ethan;Ethan de Autriche;1;golden_ret;vert,rouge,violet;3.1
Lucas;Lucas de Pays-Bas;1;dunker;violet,violet;5.3
Arthur;Arthur de Belgique;1;akita;indigo,orange;9.2
Clara;Clara de Lettonie;2;berger_all;violet;7.3
Lina;Lina de Luxembourg;2;labrador;bleu,indigo;8.7
Maëlys;Maëlys de Slovénie;2;estrela;vert;11.5
Théo;Théo de Grèce;1;akitinu;vert,vert;16.8
Jade;Jade de Portugal;2;tchin;vert,indigo,violet;8.5
Léo;Léo de Portugal;1;iriredse;jaune;19.0
Chloé;Chloé de Belgique;2;akita;violet;3.9
Léna;Léna de Portugal;2;dunker;vert;19.7
Ethan;Ethan de Slovaquie;1;caniche;violet,violet;15.2
Léna;Léna de Autriche;2;dunker;bleu,bleu;15.0
Emma;Emma de Slovénie;2;akitinu;indigo,indigo;4.3
Inès;Inès de Finlande;2;caniche;indigo;3.5
Mathis;Mathis de Autriche;1;danois;bleu,vert;7.3
Lola;Lola de Slovénie;2;westie;vert;4.1
Hugo;Hugo de Slovaquie;1;tchin;violet,rouge,jaune;6.6
Alice;Alice de Irlande;2;harrier;orange,orange;16.0
Louise;Louise de Malte;2;jackrute;bleu;5.0
Maël;Maël de Irlande;1;maltais;indigo;13.5
Léo;Léo de Belgique;1;dunker;violet,indigo,indigo;18.3
Tom;Tom de Italie;1;golden_ret;rouge,violet,jaune;6.5
Zoé;Zoé de Pays-Bas;2;golden_ret;violet,vert,rouge;10.2
Théo;Théo de Espagne;1;danois;bleu;11.3
Timéo;Timéo de Irlande;1;harrier;indigo;11.2
Noah;Noah de Chypre;1;basset_alp;jaune,rouge,indigo;15.3
Manon;Manon de Estonie;2;labrador;bleu;19.0
Théo;Théo de Grèce;1;harrier;bleu,orange,violet;13.4
Inès;Inès de Autriche;2;maltais;vert;3.2
Louis;Louis de Allemagne;1;danois;violet,jaune;4.7
Jade;Jade de Pays-Bas;2;jackrute;rouge,bleu;5.2
Théo;Théo de Finlande;1;rottweiler;rouge,orange,jaune;14.5
Louna;Louna de Grèce;2;harrier;rouge,jaune;4.3
Chloé;Chloé de Irlande;2;harrier;vert;11.8
Alice;Alice de Malte;2;rottweiler;bleu;0.2
Lola;Lola de Pays-Bas;2;berger_all;rouge,rouge;1.4
Nathan;Nathan de Autriche;1;iriredse;indigo,indigo,rouge;17.2
Jade;Jade de Luxembourg;2;labrador;jaune;16.9
Ethan;Ethan de Espagne;1;basset_alp;indigo,bleu;10.5
Léna;Léna de Chypre;2;danois;vert;18.4
Arthur;Arthur de Irlande;1;ovtccau;rouge,violet,vert;8.0
Sarah;Sarah de Irlande;2;ovtccau;vert;5.7
Mathis;Mathis de Slovénie;1;akitinu;orange,rouge;3.3
Lilou;Lilou de Chypre;2;basset_alp;indigo,orange;7.6
Nathan;Nathan de Slovaquie;1;maltais;indigo,bleu;2.6
Camille;Camille de Slovaquie;2;iriredse;indigo,jaune,vert;10.9
Noah;Noah de Grèce;1;labrador;rouge,violet,violet;0.5
Lola;Lola de Luxembourg;2;danois;rouge,vert;12.0
Arthur;Arthur de Chypre;1;caniche;orange;17.3
Arthur;Arthur de Finlande;1;westie;jaune,indigo,rouge;8.1
Lola;Lola de Chypre;2;dunker;jaune,orange;9.9
Adam;Adam de France;1;kangai;jaune,jaune;6.9
Manon;Manon de Slovénie;2;golden_ret;orange;11.5
Maël;Maël de Autriche;1;jackrute;rouge;10.4
Zoé;Zoé de Grèce;2;caniche;indigo;8.9
Manon;Manon de Irlande;2;kangai;bleu,bleu;3.6
Arthur;Arthur de Slovaquie;1;iriredse;orange;17.4
Zoé;Zoé de Chypre;2;basset_alp;rouge,jaune;7.1
Arthur;Arthur de Finlande;1;kangai;vert,indigo;8.8
Eva;Eva de Estonie;2;tchin;violet;16.1
Raphaël;Raphaël de Slovénie;1;akitinu;bleu,violet,vert;11.4
Léna;Léna de Espagne;2;akita;orange,rouge,bleu;7.3
Clément;Clément de Pays-Bas;1;ovtccau;violet;15.7
Romane;Romane de Portugal;2;akitinu;jaune,jaune;18.2
Louis;Louis de Portugal;1;rottweiler;bleu;4.0
Enzo;Enzo de Grèce;1;ovtccau;jaune,vert,rouge;18.6
Alice;Alice de Belgique;2;estrela;jaune,vert,indigo;17.8
Léo;Léo de Estonie;1;iriredse;indigo,vert,rouge;7.4
Lola;Lola de Belgique;2;rottweiler;vert,violet,jaune;11.3
Louis;Louis de Estonie;1;basset_alp;indigo;1.5
Louna;Louna de Slovénie;2;dunker;orange,vert;6.5
Louise;Louise de Espagne;2;ovtccau;jaune,orange;16.9
Clara;Clara de Allemagne;2;labrador;rouge,orange,rouge;14.4
Arthur;Arthur de Slovaquie;1;berger_all;orange,violet;4.9
Emma;Emma de Irlande;2;basset_alp;jaune,orange,violet;18.1
Théo;Théo de Malte;1;jackrute;jaune,vert;12.8
Nolan;Nolan de Slovénie;1;caniche;violet,orange;1.6
Adam;Adam de Autriche;1;danois;vert;13.2
Chloé;Chloé de Belgique;2;caniche;bleu;8.9
Jules;Jules de Lettonie;1;jackrute;bleu,violet,vert;9.9
Eva;Eva de Chypre;2;labrador;orange,orange,violet;16.9
Nathan;Nathan de Irlande;1;berger_all;jaune,violet;7.1
Timéo;Timéo de Portugal;1;irisett;violet,violet;7.3
Maëlys;Maëlys de Autriche;2;kangai;jaune,vert,jaune;5.0
Inès;Inès de Pays-Bas;2;maltais;indigo;4.8
Tom;Tom de Belgique;1;basset_alp;rouge;15.9
Eva;Eva de Pays-Bas;2;akitinu;bleu,rouge;19.7
Emma;Emma de Espagne;2;berger_all;indigo,vert;4.6
Inès;Inès de Belgique;2;kangai;vert,rouge,rouge;16.7
Hugo;Hugo de Malte;1;irisett;jaune,orange;15.5
Lucas;Lucas de Finlande;1;golden_ret;orange,indigo,indigo;18.2
Léna;Léna de Estonie;2;akita;indigo,rouge,rouge;5.7
Chloé;Chloé de Finlande;2;berger_all;orange,jaune,bleu;17.1
Ethan;Ethan de Autriche;1;akitinu;orange;8.7
Ethan;Ethan de Italie;1;iriredse;orange;16.0
Zoé;Zoé de Malte;2;harrier;orange,indigo,jaune;5.8
Enzo;Enzo de Portugal;1;westie;orange;10.4
Lilou;Lilou de Espagne;2;akita;orange,jaune,jaune;15.7
Hugo;Hugo de Irlande;1;golden_ret;orange;6.1
Romane;Romane de Irlande;2;caniche;indigo,indigo,vert;3.0
Hugo;Hugo de Irlande;1;estrela;jaune;16.2
Inès;Inès de Italie;2;estrela;orange,bleu,jaune;18.1
Louna;Louna de Belgique;2;akitinu;violet;16.7
Enzo;Enzo de Portugal;1;estrela;jaune,rouge,bleu;7.2
Lina;Lina de Pays-Bas;2;tchin;bleu,violet,orange;3.4
Gabriel;Gabriel de Espagne;1;akita;violet;8.7
Jules;Jules de France;1;rottweiler;indigo;10.1
Louise;Louise de Pays-Bas;2;basset_alp;jaune;9.3
Enzo;Enzo de Belgique;1;dunker;violet;7.9
Théo;Théo de Grèce;1;labrador;jaune,violet;19.8
Louna;Louna de Malte;2;westie;orange,bleu;9.9
Noah;Noah de Lettonie;1;akitinu;rouge,rouge;1.5
Inès;Inès de Lettonie;2;iriredse;violet;4.6
Gabriel;Gabriel de Lettonie;1;westie;rouge;20.0
Eva;Eva de Grèce;2;basset_alp;violet,rouge,jaune;14.8
Hugo;Hugo de Pays-Bas;1;maltais;jaune,orange,violet;6.0
Emma;Emma de Malte;2;ovtccau;rouge;9.1
Ethan;Ethan de Slovénie;1;jackrute;bleu,rouge;0.3
Emma;Emma de Portugal;2;danois;rouge,rouge;17.8
Tom;Tom de Irlande;1;akita;rouge,vert,bleu;19.6
Camille;Camille de Chypre;2;basset_alp;jaune,orange;19.7
Romane;Romane de Belgique;2;harrier;rouge,bleu,bleu;15.5
Léo;Léo de Grèce;1;rottweiler;indigo;6.6
Maëlys;Maëlys de Belgique;2;basset_alp;violet;7.5
Léo;Léo de Irlande;1;estrela;orange,violet;0.4
Romane;Romane de Allemagne;2;kangai;orange,bleu,vert;12.2
Ethan;Ethan de Allemagne;1;tchin;rouge;15.2
Gabriel;Gabriel de Pays-Bas;1;kangai;indigo,vert;0.1
Maëlys;Maëlys de Chypre;2;harrier;jaune;2.7
Louna;Louna de Malte;2;estrela;vert,orange;1.7
Raphaël;Raphaël de Irlande;1;jackrute;vert;17.0
Emma;Emma de Chypre;2;jackrute;bleu;2.1
Clara;Clara de Italie;2;kangai;violet,indigo;3.2
Louise;Louise de Slovénie;2;maltais;violet,orange;8.5
Gabriel;Gabriel de Lettonie;1;basset_alp;bleu;17.8
Raphaël;Raphaël de Portugal;1;harrier;indigo,vert,violet;5.6
Lina;Lina de Estonie;2;caniche;rouge,orange,jaune;11.2
Lilou;Lilou de Irlande;2;tchin;jaune;17.3
Camille;Camille de Irlande;2;jackrute;orange;13.5
Eva;Eva de Espagne;2;akitinu;indigo;9.1
Mathis;Mathis de Allemagne;1;maltais;bleu,orange;0.8
Louise;Louise de Slovaquie;2;westie;violet;0.9
Arthur;Arthur de Portugal;1;rottweiler;bleu,violet;14.6
Sarah;Sarah de Estonie;2;akitinu;violet,vert,indigo;18.3
Maëlys;Maëlys de Irlande;2;akitinu;violet;0.6
Nolan;Nolan de Portugal;1;irisett;indigo,orange,jaune;10.2
Clément;Clément de Irlande;1;danois;indigo,rouge,bleu;17.8
Léa;Léa de France;2;labrador;vert,bleu,violet;2.1
Lucas;Lucas de Luxembourg;1;iriredse;indigo,indigo;1.6
Emma;Emma de Slovénie;2;akita;bleu,indigo,indigo;12.8
Enzo;Enzo de Lettonie;1;kangai;indigo,rouge,jaune;9.1
Inès;Inès de Allemagne;2;danois;bleu,rouge;0.0
Mathis;Mathis de Portugal;1;golden_ret;violet,bleu,indigo;8.6
Inès;Inès de Espagne;2;golden_ret;vert,rouge,indigo;12.3
Romane;Romane de France;2;maltais;vert,orange;13.2
Léo;Léo de Lettonie;1;jackrute;orange;2.0
Manon;Manon de Slovénie;2;westie;vert,vert;13.5
Nathan;Nathan de Allemagne;1;jackrute;indigo,jaune;14.8
Raphaël;Raphaël de Luxembourg;1;akita;violet,jaune,bleu;18.6
Mathis;Mathis de Portugal;1;labrador;violet;10.7
Camille;Camille de Grèce;2;golden_ret;rouge,rouge,vert;1.6
Nolan;Nolan de France;1;irisett;vert,vert;14.3
Louise;Louise de Autriche;2;akitinu;orange;12.3
Emma;Emma de Grèce;2;akitinu;vert;17.0
Ethan;Ethan de Italie;1;caniche;vert,orange;17.2
Lina;Lina de Slovaquie;2;maltais;violet,bleu;16.9
Lilou;Lilou de Espagne;2;kangai;vert,bleu;10.3
Ethan;Ethan de Allemagne;1;jackrute;rouge;0.8
Chloé;Chloé de Portugal;2;dunker;bleu,indigo,rouge;12.4
Maël;Maël de France;1;basset_alp;vert,orange,indigo;0.5
Enzo;Enzo de Malte;1;westie;vert;17.8
Lucas;Lucas de Allemagne;1;akitinu;bleu,rouge,indigo;15.7
Chloé;Chloé de Chypre;2;jackrute;rouge;14.7
Enzo;Enzo de Grèce;1;akitinu;violet;9.2
Eva;Eva de Chypre;2;estrela;bleu;2.1
Théo;Théo de Malte;1;irisett;violet,orange,jaune;3.1
Raphaël;Raphaël de Chypre;1;berger_all;rouge,rouge,orange;3.8
Nathan;Nathan de Autriche;1;kangai;violet,rouge,violet;5.7
Mathis;Mathis de Luxembourg;1;tchin;bleu;11.9
Raphaël;Raphaël de France;1;jackrute;bleu,bleu,orange;7.4
Clément;Clément de Chypre;1;rottweiler;jaune,vert;19.3
Tom;Tom de Luxembourg;1;estrela;jaune,rouge;6.7
Timéo;Timéo de Estonie;1;labrador;vert,rouge,orange;14.1
Lola;Lola de Pays-Bas;2;berger_all;vert,indigo;15.7
Lucas;Lucas de Luxembourg;1;jackrute;violet;12.0
Raphaël;Raphaël de Malte;1;westie;orange;1.2
Nathan;Nathan de Allemagne;1;tchin;jaune,bleu,violet;16.4
Timéo;Timéo de Luxembourg;1;berger_all;vert,bleu;4.8
Camille;Camille de Pays-Bas;2;westie;vert,jaune,rouge;11.4
Noah;Noah de Belgique;1;iriredse;rouge,violet,vert;0.1
Louise;Louise de Chypre;2;basset_alp;orange,orange;11.6
Hugo;Hugo de Belgique;1;caniche;violet,bleu;20.0
Chloé;Chloé de Grèce;2;dunker;bleu;4.6
Léo;Léo de Espagne;1;irisett;jaune;17.8
Emma;Emma de Espagne;2;estrela;vert;7.4
Clément;Clément de Chypre;1;rottweiler;indigo,violet;1.7
Mathis;Mathis de France;1;jackrute;jaune,indigo,vert;5.2
Jade;Jade de France;2;danois;rouge,vert,bleu;6.9
Hugo;Hugo de Portugal;1;akitinu;orange,violet,rouge;12.5
Camille;Camille de Belgique;2;tchin;rouge,violet,vert;0.2
Noah;Noah de Grèce;1;labrador;rouge;3.6
Léna;Léna de France;2;golden_ret;rouge;13.7
Nolan;Nolan de Portugal;1;labrador;bleu;9.1
Louise;Louise de Grèce;2;maltais;indigo,rouge,vert;19.3
Raphaël;Raphaël de Malte;1;golden_ret;vert,rouge;19.7
Noah;Noah de Pays-Bas;1;irisett;jaune,vert;1.5
Lola;Lola de Portugal;2;caniche;orange,vert;17.7
Nolan;Nolan de Irlande;1;basset_alp;jaune,jaune;4.7
Sarah;Sarah de Grèce;2;golden_ret;indigo,indigo;9.6
Clément;Clément de Autriche;1;ovtccau;vert,vert;7.7
Chloé;Chloé de Slovaquie;2;dunker;bleu,orange;13.6
Nolan;Nolan de Chypre;1;ovtccau;orange,orange,vert;2.9
Clara;Clara de Finlande;2;ovtccau;violet,orange,rouge;6.3
Timéo;Timéo de Allemagne;1;caniche;jaune,rouge,jaune;8.6
Léo;Léo de France;1;tchin;vert;18.9
Emma;Emma de France;2;golden_ret;bleu,vert;15.6
Gabriel;Gabriel de Autriche;1;akitinu;vert,violet,violet;18.5
Manon;Manon de France;2;caniche;orange;10.2
Léo;Léo de Portugal;1;rottweiler;indigo,rouge,jaune;15.6
Zoé;Zoé de Belgique;2;harrier;indigo,orange;7.7
Tom;Tom de Grèce;1;tchin;indigo,violet;1.3
Eva;Eva de Pays-Bas;2;akita;violet,vert;8.6
Louise;Louise de Irlande;2;basset_alp;jaune,rouge,orange;12.6
Adam;Adam de Pays-Bas;1;tchin;violet,violet;19.7
Romane;Romane de Pays-Bas;2;iriredse;orange;11.9
Jade;Jade de Luxembourg;2;maltais;violet,vert,orange;18.2
Timéo;Timéo de Luxembourg;1;harrier;indigo,jaune;16.5
Louna;Louna de Chypre;2;kangai;jaune,vert,orange;6.2
Enzo;Enzo de Autriche;1;akitinu;violet,jaune;15.2
Lola;Lola de Finlande;2;dunker;indigo;0.4
Inès;Inès de Irlande;2;rottweiler;rouge,vert,jaune;10.5
Nathan;Nathan de Allemagne;1;akitinu;violet;16.2
Eva;Eva de Luxembourg;2;akita;violet;18.0
Jules;Jules de Chypre;1;tchin;bleu,rouge,vert;12.4
Lina;Lina de Autriche;2;dunker;vert;10.2
Sarah;Sarah de Luxembourg;2;rottweiler;orange,jaune;8.8
Ethan;Ethan de Pays-Bas;1;dunker;orange,vert,indigo;5.0
Maël;Maël de Lettonie;1;maltais;jaune,bleu,rouge;5.4
Camille;Camille de Pays-Bas;2;berger_all;rouge,jaune,bleu;9.7
Louise;Louise de Slovaquie;2;caniche;violet;8.2
Lucas;Lucas de Italie;1;maltais;rouge,bleu;13.8
Adam;Adam de Pays-Bas;1;caniche;bleu,vert,orange;1.4
Chloé;Chloé de Allemagne;2;dunker;vert,orange;17.7
Maël;Maël de Malte;1;rottweiler;jaune,orange;15.8
Chloé;Chloé de Allemagne;2;akitinu;violet,rouge,indigo;15.1
Lucas;Lucas de France;1;caniche;violet;13.6
Louise;Louise de France;2;golden_ret;rouge;3.2
Louis;Louis de Italie;1;harrier;vert,vert;2.8
Camille;Camille de Pays-Bas;2;akitinu;bleu;15.8
Tom;Tom de Belgique;1;dunker;indigo,violet;11.8
Léna;Léna de Slovénie;2;akitinu;violet,jaune,rouge;13.4
Lola;Lola de Malte;2;irisett;jaune,jaune,violet;19.3
Maël;Maël de Finlande;1;ovtccau;bleu,bleu;5.3
Ethan;Ethan de Allemagne;1;rottweiler;rouge;15.5
Théo;Théo de Finlande;1;danois;rouge;12.9
Hugo;Hugo de Irlande;1;maltais;indigo,indigo;10.4
Léa;Léa de Lettonie;2;jackrute;orange;9.9
Manon;Manon de Chypre;2;akita;jaune,bleu,orange;14.1
Arthur;Arthur de Italie;1;harrier;indigo,rouge;19.6
Zoé;Zoé de Irlande;2;kangai;indigo,rouge;5.2
Raphaël;Raphaël de Belgique;1;labrador;rouge,bleu,indigo;6.1
Nolan;Nolan de Finlande;1;berger_all;indigo,orange,orange;8.1
Adam;Adam de Pays-Bas;1;tchin;violet;14.4
Clara;Clara de Grèce;2;maltais;orange;13.1
Chloé;Chloé de Portugal;2;kangai;orange,vert,vert;5.0
Lola;Lola de Portugal;2;caniche;indigo;6.8
Nathan;Nathan de Lettonie;1;basset_alp;rouge,vert;14.7
Théo;Théo de Italie;1;labrador;rouge,jaune;10.3
Léa;Léa de Portugal;2;basset_alp;bleu,orange,vert;4.5
Hugo;Hugo de Slovénie;1;kangai;bleu;0.7
